wall_time,millis_ms,temp_C,rh_pct,mode,voc,nh3,hcho
2026-03-04T11:58:13.521,1378285,23.4,21.4,V,1.366,0.558,0.4
2026-03-04T11:58:14.531,1379295,23.4,21.4,V,1.365,0.557,0.402
2026-03-04T11:58:15.541,1380305,23.4,21.4,V,1.365,0.558,0.4
2026-03-04T11:58:16.551,1381315,23.4,21.4,V,1.365,0.559,0.401
2026-03-04T11:58:17.561,1382325,23.4,21.4,V,1.364,0.558,0.4
2026-03-04T11:58:18.570,1383335,23.4,21.4,V,1.365,0.561,0.404
2026-03-04T11:58:19.581,1384345,23.4,21.5,V,1.366,0.561,0.402
2026-03-04T11:58:20.590,1385355,23.4,21.5,V,1.37,0.559,0.405
2026-03-04T11:58:21.601,1386365,23.4,21.5,V,1.386,0.558,0.404
2026-03-04T11:58:22.611,1387375,23.4,21.5,V,1.427,0.556,0.402
2026-03-04T11:58:23.620,1388385,23.4,21.5,V,1.473,0.558,0.401
2026-03-04T11:58:24.631,1389395,23.4,21.5,V,1.506,0.56,0.402
2026-03-04T11:58:25.641,1390405,23.5,21.4,V,1.525,0.564,0.403
2026-03-04T11:58:26.650,1391415,23.4,21.2,V,1.547,0.562,0.401
2026-03-04T11:58:27.660,1392425,23.5,21.2,V,1.583,0.635,0.408
2026-03-04T11:58:28.670,1393435,23.5,21.1,V,1.614,0.702,0.438
2026-03-04T11:58:29.681,1394445,23.5,21.3,V,1.653,0.844,0.489
2026-03-04T11:58:30.691,1395455,23.5,21.7,V,1.69,0.991,0.68
2026-03-04T11:58:31.700,1396465,23.5,24.2,V,1.72,1.218,0.875
2026-03-04T11:58:32.716,1397475,23.5,26.7,V,1.73,1.322,0.938
2026-03-04T11:58:33.720,1398485,23.5,27.5,V,1.748,1.357,0.942
2026-03-04T11:58:34.730,1399495,23.5,27.5,V,1.758,1.365,0.924
2026-03-04T11:58:35.740,1400505,23.5,27.1,V,1.771,1.355,0.902
2026-03-04T11:58:36.750,1401515,23.5,26.8,V,1.779,1.342,0.878
2026-03-04T11:58:37.760,1402525,23.5,26.4,V,1.787,1.323,0.862
2026-03-04T11:58:38.770,1403535,23.5,26.1,V,1.799,1.301,0.852
2026-03-04T11:58:39.780,1404545,23.6,26.0,V,1.804,1.281,0.843
2026-03-04T11:58:40.790,1405555,23.6,25.9,V,1.81,1.261,0.835
2026-03-04T11:58:41.800,1406565,23.6,25.8,V,1.817,1.238,0.826
2026-03-04T11:58:42.810,1407575,23.6,25.7,V,1.826,1.219,0.818
2026-03-04T11:58:43.820,1408585,23.6,25.6,V,1.831,1.2,0.808
2026-03-04T11:58:44.830,1409595,23.6,25.5,V,1.837,1.184,0.805
2026-03-04T11:58:45.840,1410605,23.6,25.5,V,1.843,1.169,0.799
2026-03-04T11:58:46.850,1411615,23.6,25.4,V,1.849,1.152,0.797
2026-03-04T11:58:47.860,1412625,23.6,25.4,V,1.855,1.142,0.789
2026-03-04T11:58:48.870,1413635,23.6,25.4,V,1.859,1.127,0.784
2026-03-04T11:58:49.880,1414645,23.6,25.3,V,1.866,1.115,0.78
2026-03-04T11:58:50.890,1415655,23.6,25.2,V,1.872,1.104,0.773
2026-03-04T11:58:51.900,1416665,23.6,25.1,V,1.876,1.092,0.766
2026-03-04T11:58:52.910,1417675,23.7,25.0,V,1.883,1.081,0.758
2026-03-04T11:58:53.920,1418685,23.7,24.9,V,1.884,1.071,0.756
2026-03-04T11:58:54.930,1419695,23.6,24.8,V,1.89,1.06,0.753
2026-03-04T11:58:55.940,1420705,23.7,24.8,V,1.895,1.054,0.749
2026-03-04T11:58:56.950,1421715,23.7,24.8,V,1.9,1.046,0.744
2026-03-04T11:58:57.959,1422725,23.7,24.7,V,1.904,1.038,0.742
2026-03-04T11:58:58.970,1423735,23.7,24.7,V,1.908,1.03,0.741
2026-03-04T11:58:59.980,1424745,23.7,24.8,V,1.912,1.028,0.739
2026-03-04T11:59:00.990,1425755,23.7,24.8,V,1.914,1.02,0.74
2026-03-04T11:59:02.000,1426765,23.7,24.9,V,1.92,1.018,0.742
2026-03-04T11:59:03.010,1427775,23.7,25.0,V,1.924,1.012,0.745
2026-03-04T11:59:04.019,1428785,23.7,25.1,V,1.926,1.007,0.748
2026-03-04T11:59:05.029,1429795,23.7,25.2,V,1.93,1.006,0.749
2026-03-04T11:59:06.039,1430805,23.8,25.2,V,1.931,1.003,0.746
2026-03-04T11:59:07.050,1431815,23.8,25.3,V,1.934,0.999,0.748
2026-03-04T11:59:08.059,1432825,23.8,25.3,V,1.938,0.993,0.748
2026-03-04T11:59:09.069,1433835,23.8,25.3,V,1.94,0.99,0.744
2026-03-04T11:59:10.079,1434845,23.8,25.1,V,1.941,0.981,0.737
